Freq,phon
54,bEnt
161,b&nt
2,b&Nkbux
19,b&NkEt
5,b&Nkg@hWmnIs
20,b&Nkguthab@n
10,b&NkkOnto
4,b&Nkvez@n
18,b&n@r
67,bar
68,bar
1,b&rbiturat
30,bargElt
7,b&s0
35,b&t&ljon
1,bBxfEl
6,bBdENkmal
18,bBelemEnt
307,bB@r
31,bB@rnhBs
2,bB@rnleg@n
18,bBg@vErb@
5,bBhOl=
21,bBm&terial
1,bBmvOlg&rn
11,bBprogr&m
54,bBforhab@n
48,bBvErk
96,bBvez@n
3,b@&mt@ntum
9,beb@n
52,b@dB@rn
228,b@dENk@n
1,b@dinUNsgElt
249,b@dYrfnIs
3,b@erdIgUNsInstitut
12,bet
18,b@fInd@n
4,b@fLrd@rUNsmIt@l
11,b@frEmd@n
4,b@gIn@n
19,b@glBbIgUNsSrWb@n
42,b@grApnIs
16,b@hag@n
1,b@h&rUNsfErmTg@n
4,bWbot
2,bWxtg@hWmnIs
16,bWl
25,bWlWt
436,bWn
3,bWprogr&m
21,bWzWn
2149,bWSpil
99,b@kEntnIs
35,b@lib@n
4,b@mErk@n
33,b@nem@n
1,bErk&mt
1,bErkm&sif
31,bErkvErk
3,berYliUm
2,b@StExUNsgElt
2,b@StEk
1,bet&
15,b@tAtIgUNsfElt
19,b@trag@n
3,b@trWb@n
709,bEt
7,bEttux
457,b@vUstzWn
4,bib@r
1,binx@n
1,binlWn
273,bir
2,birf&s
8,bist
1769,bIlt
32,bIltnIs
1,bIldUNsideal
1,bIldUNsprogr&m
7,bIldUNszYstem
47,bIldUNsvez@n
2,bIldUNs=il
13,bInd@glit
5,bInd@mIt@l
2,bIn@nmer
10,blAsx@n
1,blasInstrumEnt
434,bl&t
2,bl&tgryn
3,bl&tvErk
40,blB
9,blBlIxt
160,blEx
92,blW
1,blEshun
1,blT
23,blIkfElt
1,blINkfX@r
6,blI=lIxt
1,blOnthar
2,blymx@n
1,blymlWn
7,blum@nbet
259,blut
1,blutbIlt
9,blutg@fAs
2,blutg@rInz@l
3,blutkLrp@rx@n
3,blutpl&sma
19,bOk
2,bOkSprIN@n
6,bod@npErzonal
3,bLkx@n
2,bog@nSis@n
2,bon@rv&ks
24,bOlvErk
24,bOmb&rd@mq
7,bOmb@nfluk=Xk
2,bOmb@ng@SEft
155,bot
3,bor
110,bOrt
2,bOrdEl
1,bOsirWz@n
12,bOt
6,brX
2,brathun
3,brBxtum
37,brBn
8,brBn@
12,brBn@
2,brBz@bat
30,brBz@pUlf@r
2,brBtklWt
14,brBtpar
1,br&vurStYk
4,brExWz@n
2,brExmIt@l
3,brEmspedal
10,brEnhOl=
67,brEt
2,brEtSpil
4,brifp&pir
11,brIl@nglas
53,brTtx@n
174,brot
66,brUx
10,bryd@rx@n
5,brUstSvIm@n
1091,bux
1,bux@nhOl=
21,byxlWn
30,bYfEt
2,byg@lbrEt
8,byg@lWz@n
60,bYnd@l
224,bYntnIs
9,bYS@l
5,bUlBg@
23,bYlt0
302,bUnt
296,bUnt
64,bUnd@s&mt
200,bUnd@sg@bit
14,bUt@rbrot
1,bUt@rbrotp&pir
10,kEmp
2,k&mAleOn
62,kaOs
20,klor
5,klorofOrm
78,krIst@ntum
1,krIstfEst
11,krom
271,de
205,d&x
102,darle@n
393,dasWn
3,dat@nfEr&rbWtUNszYstem
205,datUm
42,dEk
1,deg@nfExt@n
3,dekanat
11,dElta
77,dENkmal
2,dENkfErmTg@n
5,derivat
1,dEs
14,dEsInfEk=ionsmIt@l
5,dEsInt@rEs@
14,dia
4,di&pozitif
7,dinstlWstUNsUnt@rnem@n
19,dinstmAtx@n
7,diz@lTl
2,diszW=
4,dIktUm
1430,dIN
7,dirEktorat
11,dirEktoriUm
23,dIskUsvErf@n
9,dOk
8,dLrfx@n
2,dTsx@n
31,dOgma
17,dOn@rvEt@r
29,dOp@l
2,dOp@lbEt
2,dOp@lfEnst@r
4,dOp@lleb@n
10,dOpEl=Im@r
569,dOrf
2,dOsie
33,drWEk
272,drIt@l
1,dromedar
77,dUNk@l
7,dUplikat
36,dUrxWn&nd@r
1,dUrxSlakp&pir
8,dUrxSnI=&lt@r
7,dUrxzE=UNsfErmTg@n
108,e
3,eb@nbIlt
3,eb@nmas
2,EkhBs
11,ed@lmet&l
4,ed@lvWs
11,er@n&mt
5,er@nvOrt
4,erg@fyl
288,W
3,WxhLrnx@n
5,WgElp
9,Wg@nInt@rEs@
264,Wg@ntum
10,Wl&nt
21,Wl&ng@bot
3,Wn@rlW
26,Wng@StEntnIs
12,Wng@vWd@
14,WnhOrn
2,WnjArIg@
1,WnjArIg@
163,WnkOm@n
6,WnmalWns
3,WnSrWb@n
4,Wnze@n
1,WnSprENz@l
1,WnSprUxsrExt
3,WnszWn
1,Wnst
1,Wnsverd@n
66,WnfErnem@n
70,WnfErStEntnIs
22,Wn=@l
9,Wn=@l=Im@r
57,Ws
127,Wz@n
2,Wz@nhYt@nves@n
1,Wsmer
28,WvWs
13,ek@l
33,elEktri=itA=vErk
5,elEktron@nmikroskop
34,elemEntartWlx@n
1,elEn
99,elEnt
2,elEn=fIrt@l
14,Elf@nbWn
1,emirat
3,Em+elUNsSrWb@n
21,Em+Ind@n
14,qpir
2243,End@
3,EntStadiUm
25,Ent=il
29,ENk@lkInt
36,Entgeg@nkOm@n
15,EntgElt
1,EntkOm@n
6,EntlWn
54,EntzE=@n
4,EntvIklUNsprogr&m
11,En=ym
3,epigon@ntum
19,epigr&m
84,epOs
86,Er&xt@n
13,Erb&rm@n
5,Erpgut
7,ErbrEx@n
4,ErprExt
6,ErpStYk
8,ErptWl
33,ertbeb@n
47,ertgas
43,ertg@SOs
458,ErWknIs
87,ErfOrd@rnIs
1477,ErgepnIs
3,Erge@n
1,ErgL=@n
2,ErIn@rUNsbIlt
3,ErIn@rUNsfErmTg@n
174,ErlepnIs
32,ErmEs@n
22,ErmItlUNsfErfar@n
2,Ernt@d&NkfEst
35,Erz&=tWl
6,ErSWnUNsbIlt
63,ErStBn@n
4,erstg@bur=rExt
34,Erzux@n
4,ErtrAknIs
7,ErtrINk@n
1,Erv&ks@nzWn
19,Erv&rt@n
48,er=
363,Er=XknIs
18,er=g@bIrg@
4,Er=iUNshWm
5,Es
1,ez@lsor
559,Es@n
1,Esg@SIr
6,Es=Im@r
118,etOs
17,Etv&s
8,Xt@r
1,ev&Ngeli@nbux
41,ev&NgeliUm
75,EksEmplar
16,EksIstEn=minimUm
39,Ekstrem
210,Ef
4,fab@ltir
39,f&brikat
136,f&x
10,f&xbux
31,f&xg@bit
18,f&xg@SEft
1,f&xvErk
5,f&xvErkhBs
10,fAnx@n
3,fArSIf
107,farrat
8,farv&s@r
383,far=Xk
725,f&l
1531,f&l
2,f&lbWl
1,f&lopst
3,f&lS
5,f&lSgElt
18,f&rpb&nt
9,f&rpfErnze@n
3,f&rnkrBt
80,f&s
2,f&sbir
9,f&sUNsfErmTg@n
2,fBltir
4,fed@rbEt
9,fed@rg@vIxt
1,fed@rklWt
1,fed@rlez@n
2,fed@rfi
5,feg@fX@r
6,felUrtWl
2,fWg@nbl&t
2,fWng@fyl
42,fWngOlt
598,fElt
34,fEl
534,fEnst@r
4,fEnst@rglas
20,feri@nhBs
12,feri@nhWm
15,fErk@l
8,fErng@SprAx
14,fErnror
532,fErnze@n
15,fErnzeInt@rvju
5,fErnSprEx&mt
2,fErnve
1,fErz@ngElt
4,fErtIxhBs
6,fEstEs@n
2,fEstg@v&nt
42,fEstl&nt
2,fEstmal
56,fEstSpil
8,fEst=Elt
142,fEt
2,fEtpOlst@r
1,fE=x@n
1,fXdalzYstem
324,fX@r
31,fX@rvErk
20,fX@r=Xk
2,fIxt@nhOl=
3,fib@rtErmomet@r
6,fIlm&rxif
12,fIlmfEstIv@l
5,fIlmStudio
119,final@
55,fin&n=&mt
1,fIN@rglit
2,fIN@rSpI=@ng@fyl
1,fISx@n
6,fIS@rbot
6,fIS@rdOrf
1,fISg@rIxt
1,fISg@SEft
1,fISgrAt@nmUst@r
11,fISmel
14,fl&x
12,fl&xl&nt
23,flESx@n
11,fl&S@nbir
2,flExtvErk
5,flEkx@n
208,flWS
1,flWSg@rIxt
6,flig@ng@vIxt
17,flisb&nt
43,flos
11,flYxtlINslag@r
55,flukbl&t
446,fluk=Xk
3,fluOr
8,flUs+ert
3,flUsuf@r
19,fLrd@rb&nt
5,fol@n
67,fOrmat
25,fOrmular
41,fOrSUNsErgepnIs
49,fOrSUNsInstitut
1,fOrSUNsprojEkt
6,fOrSUNs=EntrUm
3,fOrst&mt
2,fOrstrevir
2,fOrtkOm@n
75,forUm
8,fOsil
927,foto
20,foto&lbUm
5,fotomodEl
3,fr&xtgut
7,fr&xtSIf
260,frXlWn
1,frag@vOrt
21,frag@=Wx@n
46,fr&n=TzIS
6,frB@n=Im@r
26,frWbat
5,frWbir
4,frWvIlt
20,frEmtvOrt
3,frXd@nmAtx@n
2,fryxtx@n
207,fryjar
147,frystYk
1,fylhOrn
49,fYnft@l
23,fYrst@ntum
6,furvErk
4,fUntbyro
1,furiozo
6,fusfOlk
78,fUt@r
25,fUt@rmIt@l
1,futurUm
300,ge
5,gEN@lb&nt
1,gEnsx@n
6,gEnz@blymx@n
5,gErtx@n
4,gEsx@n
5,gEst@=Im@r
1,g&lOprEn@n
6,g&ma
16,g&n=lWn@n
21,g&rn
189,gas
10,gaspedal
36,g&sthBs
97,g&stSpil
6,g@bEk
5,g@bElk
342,g@bXd@
17,g@bWn
5,g@bEl
63,g@bet
3,g@betbux
1790,g@bit
108,g@bIld@
3,g@bInd@
72,g@bIrg@
33,g@bIs
3,g@blAz@
90,g@bot
2,g@brX
8,g@brEx
10,g@brYl
43,g@bYS
5,g@bur=datUm
4,g@bur=jar
142,g@dExtnIs
2,g@dErm
267,g@dIxt
26,g@drEN@
7,g@drTn
29,g@fArt
316,g@fENnIs
28,g@fAs
39,g@fExt
8,g@fid@r
6,g@flExt
27,g@flyg@l
32,g@fOlg@
28,g@fyg@
583,g@fyl
16,geg@ng@vIxt
7,geg@nStYk
301,geg@ntWl
38,geg@nyb@r
3,g@hab@
3,g@hab@n
1,g@hEm@r
3,g@hEN@
50,g@hXz@
63,g@h&lt
164,g@h&lt
10,g@heg@
223,g@hWmnIs
10,g@hWs
28,ge@n
6,g@hXl
55,g@hIrn
25,g@hLft
5,g@hLl=
45,g@hTr
2,gWs@ltirx@n
3,g@j&m@r
2,g@jol@
4,g@kIx@r
1,g@klImp@r
1,g@klIr
1,g@kn&t@r
1,g@krEx=@
3,g@krWS
1,g@krWS@
1,g@krI=@l
3,gel
79,g@lExt@r
189,g@lEnd@
25,g@lEnd@r
1,g@lXt@
1,g@lag@
20,gElp
1204,gElt
2,Z@le
8,g@lWz@
14,g@lWt
6,g@lENk
8,g@lLpnIs
11,g@lYpd@
12,g@m&x
102,g@mAld@
16,g@mX@r
8,g@mWnWg@ntum
2,g@mEN@
4,g@mE=@l
11,g@mIS
90,g@myz@
1,g@myz@bet
66,g@myt
3,g@mUNk@l
8,g@mUrm@l
18,gen
1,gen@ralkOm&ndo
12,g@nik
71,Zeni
23,Zqr@
17,g@nUsmIt@l
66,g@pEk
1,g@plEr@
2,g@plEtS@r
5,g@plBd@r
1,g@kv&s@l
337,g@rAt
2,g@rXx@rt@
101,g@rXS
1,g@r&s@l
53,g@red@
640,g@rIxt
6,g@rIp@
14,g@rLl
144,g@rYxt
9,g@rYmp@l
43,g@rYst
11,g@zAs
7,g@z&mtErgepnIs
647,g@SEft
191,g@Se@n
55,g@SenIs
177,g@SENk
64,g@SIk
5,g@SIm+@
46,g@SIr
113,g@SlExt
1,g@SmWx@l
2,g@SmWd@
1,g@Sn&t@r
57,g@SL+
90,g@SOs
55,g@SrW
31,g@SY=
25,g@Svad@r
14,g@SvE=
13,g@SvIst@r
2,g@SvIst@rpar
10,g@Svyr
1049,g@zE=
11,g@zE=bux
609,g@zIxt
3,g@zIms
6,g@zInd@
7,g@zInd@l
20,g@Sp&n
43,g@SpEnst
5,g@SpInst
1763,g@SprAx
5,g@Stad@
52,g@StEntnIs
2,g@St&m@l
58,g@StWn
13,g@StEl
6,gEst@rn
9,g@StIrn
2,g@StTn
16,g@StrYp
3,g@Styl
18,g@Styt
55,g@zux
21,g@zUnthW=&mt
65,g@zUnthW=vez@n
6,g@tir
4,g@tTn
15,g@tTz@
78,g@trENk
2,g@tr&mp@l
205,g@trWd@
26,g@trib@
8,g@vEks
6,g@vEkshBs
74,g@vEs@r
7,g@varzam
65,g@v&nt
68,g@veb@
107,g@ver
3,g@vW
52,g@vErb@
276,g@vIxt
1,g@vInd@
11,g@vIr
188,g@vIs@n
74,g@vIt@r
16,g@vLlb@
2,g@vog@
3,g@vyl
7,g@vYr=
3,g@=&p@l
1,g@=if@r
3,g@=IS
20,gIft
18,gIft
6,gIftgas
35,gI+@l
8,Ziro
34,gIt@r
429,glas
2,glasBg@
2,glashBs
14,gl&tWs
14,glBb@nsb@kEntnIs
121,glWxg@vIxt
22,glWxnIs
46,glWs
140,glit
10,glLkx@n
1,glOsar
567,glYk
1,glYkskInt
3,glYksSpil
1,glykogen
4,gLt@rbIlt
2,gL=@nbIlt
286,gOlt
1,gOltp&pir
37,gOlf
41,gOlf
3,gOt@sg@rIxt
30,gOt@shBs
1,gOt@sUrtWl
262,grap
17,grapmal
78,gr&m
141,gras
20,grB
1,grBbrot
35,grB@n
2,grBz@n
2,gr&vit&=ionsfElt
2,grWz@n&lt@r
27,grEn=g@bit
5,grTs@nfErhEltnIs
14,gro
6,grosfOrmat
3,groshIrn
1,grosmBl
35,grosUnt@rnem@n
51,gryn
1,grYndUNsk&pital
19,gryn@
4,gryn@
6,grynfUt@r
4,grUntbux
1,grUntWg@ntum
230,grUntg@zE=
3,grUntnarUNsmIt@l
26,grUntprIn=ip
41,grUntrExt
199,grUntStUk
14,grUntv&s@r
2,grUp@nbIlt
10,gUklOx
1,gYrt@ltir
6,gUmib&nt
22,gUsWz@n
411,gut
165,gut&xt@n
39,guthab@n
79,gYmnaziUm
64,ha
429,har
5,hap
8,hab@n
1,h&bit
1,h&kbrEt
3,h&kflWS
1,h&kmEs@r
17,hAnx@n
1,hAkx@n
5,hEntx@nh&lt@n
5,hXpx@n
14,hXfx@n
6,hXflWn
29,hXsx@n
14,hak@nkrX=
14,h&lpblut
7,h&lpdUNk@l
4,h&lpf&brikat
26,h&lpfinal@
5,h&lft@r
36,h&l@nbat
11,h&lo
1,h&lma
3,h&logen
15,h&lsb&nt
13,h&lstux
3,h&lt@fErbot
14,h&m@rvErf@n
45,h&nd@ls&pkOm@n
30,h&ntg@lENk
7,h&ntg@mEN@
3,h&ntg@pEk
10,hEndikEp
22,h&nttux
2,h&ntUmdre@n
126,h&ntvErk
5,h&ntvErks=Xk
3,h&rmoniUm
2,h&rtgElt
2,h&rthOl=
83,har=
2,h&z&rtSpil
2,h&S@n
12,h&SIS
82,hBpt
9,hBptg@bXd@
36,hBptkv&rtir
1,hBptvOrt
24,hBpt=il
2000,hBs
34,hBsh&l=jar
4,hBsmIt@l
10,hBstir
56,hEk
109,her
2,herlag@r
140,hEft
4,hEft+l&st@r
1,hWd@krBt
4,hWd@ntum
67,hWl
3,hWlIg@nbIlt
22,hWlIxtum
37,hWlmIt@l
1,hWlfErfar@n
95,hWm
23,hWmatl&nt
11,hWmatmuzeUm
6,hWmatrExt
1,hWmx@n
12,hWmve
83,hW=Tl
190,hEktar
1,hEld@nepOs
2,hEld@ntum
36,heliUm
1,hEldUNk@l
12,hEl@
7,hEl@
8,hElze@n
150,hEmt
1,hEmtx@n
22,hEmnIs
2,heroin
1,heroIn
9,hEr=
901,hEr=
2,hEr=kr&n=g@fAs
30,hX
62,hXt@
1,hEks&gon
2,hirzWn
48,hIlfsmIt@l
4,hIlfspErzonal
1,hIlfs=WtvOrt
8,hIm@lbEt
4,hIm@lrWx
143,hInd@rnIs
1,hInd@rnIsrEn@n
1,hInt@rhBpt
32,hInt@rl&nt
19,hInt@rrat
46,hIrn
9,hIrng@SpInst
41,hObi
36,hox
4,hox&mt
11,hoxg@bIrg@
5,hoxg@fyl
49,hoxhBs
31,hoxl&nt
2,hoxtal
32,hoxv&s@r
1,hox=W=g@SENk
6,hTxstmas
6,hLl=x@n
1,hLl=lWn
5,hTr@nzag@n
3,hTrg@rAt
2,hLrnx@n
72,hTrSpil
4,hTsx@n
11,hoftor
2,hohW=g@vEs@r
4,hohW=rExt
4,holmas
1,hong@lExt@r
275,hOl=
3,hOl=bWn
11,hOl=hBs
46,honorar
16,hOrmon
68,hOrn
1,hOrnfi
17,horoskop
48,hOspital
700,hotEl
12,hynx@n
4,hyn@rBg@
6,hyn@rW
1,hyn@rfrik&se
7,hYntx@n
2,hytx@n
50,hYt@nvErk
2,hufWz@n
81,hun
156,hUnd@rt
3,hUra
3,hutb&nt
1,hydroksyt
1,hym@n
58,i
65,Ix
71,ideal
7,idealbIlt
2,idiom
14,Idol
15,IdYl
12,ikon
8,ImIJ
1,Im@rgryn
1,ImpOrtg@SEft
1,ImprimatUr
1,InbIlt
1,IndigoblB
96,IndividuUm
44,Indi=
6,IndUstriprodUkt
40,IndUstriUnt@rnem@n
1,InWn&nd@rgrWf@n
7,InfErno
41,InfOrm&=ionsm&terial
2,InfOrm&=ionszYstem
1,Infr&rot
15,InZeniTrbyro
1,Inhab@rp&pir
3,Inh&l=fEr=WxnIs
1,ini=i&tifrExt
1,Ink&so
74,Inl&nt
3,Inl&ntWs
12,In@nleb@n
67,In@nminIsteriUm
145,In@r@
11,In@rst@
38,InzEkt
1,InzEkti=it
22,Inzerat
595,Institut
218,InstrumEnt
9,Inzulin
5,Int@rEs@ng@bit
1,InterIm
53,Int@rnat
2,Int@rnirUNslag@r
2,IntErnUm
1,IntErrog&tifpronom@n
292,Int@rvju
2,Intrig@nSpil
39,InvEntar
21,ion
11,Ir@nhBs
11,IrlIxt
9,izotop
34,jOt
44,ja
6,jEkx@n
3,jAg@rl&tWn
7,jaktg@Svad@r
2,jaktg@ver
3,jaktrevir
5,jag@n
12872,jar
31,jarbux
4,jar@s&bOn@mq
1285,jarhUnd@rt
102,jartBz@nt
482,jar=ent
7,j&vOrt
22,jenzW=
7,jE=t
108,jOx
4,jot
17,ZUrnal
1,jub@ljar
63,jubilAUm
2,jUkpUlf@r
3,jud@ntum
10,judo
22,jug@nt&mt
389,jUN@
10,jus
1,Zy
24,jUsti=minIsteriUm
12,juvel
119,ka
22,k&b&rEt
33,kab@l
36,kab@l
380,k&binEt
3,k&briolEt
5,k&tmiUm
1,kElpx@n
1,kEm@rx@n
2,kENguru
2,kEnx@n
2,kErtx@n
2,kAz@mEs@r
9,kEstx@n
8,kE=x@n
1,k&f
2,k&fev&s@r
13,kWz@rrWx
3,kWz@rtum
43,k&lp
4,k&lpfEl
7,k&lpflWS
31,k&lEnd@rjar
37,kali
10,k&lib@r
8,kaliUm
2,k&l=iUm
15,k&mel
1,k&melhar
82,k&m@rSpil
4,k&mg&rn
16,k&m+fluk=Xk
2,k&n&pe
2,k&nin
40,k&ninx@n
2,k&non@nbot
9,k&non@nfUt@r
1,kanu
267,k&pital
7,k&pitalfErbrEx@n
145,k&pit@l
9,k&rat
2,k&rat@
13,k&rbit
3,k&rdinalskOlegiUm
2,k&re
4,k&rtWbl&t
24,k&rtEl
8,k&rt@nhBs
15,k&rt@nSpil
19,k&rUsEl
9,k&zino
1,k&sp@rlteat@r
20,k&stEl
1,k&=@nBg@
1,kBd@rvElS
73,kBfhBs
1,kEl@rfEnst@r
23,kEnvOrt
60,kEn=Wx@n
6,kErphOl=
7,kErlx@n
12,kErng@bit
23,kErnkr&ftvErk
7,kEr=@nlIxt
8,kEtx@n
5,kEt@nglit
1,kXShW=g@lYpd@
85,kilo
110,kilogr&m
26,kilov&t
2503,kInt
15,kIntx@n
24,kInd@rgElt
1,kInd@s&lt@r
2,kINk@rlI=x@n
67,kIn
150,kino
1,kinoprogr&m
2,kIrx@njar
2,kIrx@nlit
9,kIrx@nSIf
1,kIrSv&s@r
3,kIsmEt
41,kIs@n
2,kItx@n
5,kI=
2,klag@g@SrW
1,kl&pbEt
12,klar
10,kl&s@nb@vUstzWn
3,kl&s@ntrEf@n
22,kl&s@n=Im@r
2,kl&JvWp
8,kl&virkOn=Ert
7,klebl&t
243,klWt
6,klWtx@n
7,klWdUNsStYk
36,klWn
3,klWnazi@n
5,klWnbYrg@rtum
3,klWnfOrmat
9,klWngElt
1,klWnhIrn
20,klWnkInt
9,klWnot
2,klWntir
1,klWnfi
2,klEt@rzWl
164,klima
1,klim&kteriUm
13,klinikUm
16,klISe
7,klo
3,klTsx@n
1,klL=x@n
1,klozEt
216,klost@r
38,klUphBs
2,klUpmItglit
1,klYmpx@n
223,kni
4,knig@lENk
1,knOx@ng@rYst
2,knL+x@n
6,knO+lOx
7,kob&lt
3,kOxbux
1,kOxg@SIr
4,kOxz&l=
14,kLf@rx@n
55,kTnIkrWx
8,kTnIxtum
126,kLn@n
5,kL+x@n
14,kLrpx@n
7,kLrnx@n
16,kLrp@rg@vIxt
11,kLrp@rtWl
8,kol@hYdrat
8,kol@ndiOksyt
1,kol@p&pir
1,kokain
5,kokOsfEt
7,kokosTl
5,kOlek
10,kOlegiUm
208,kOlEktif
14,kOlEktivUm
4,kolorit
1,koma
20,kOma
12,kOm@n
4,kOmIsariat
1,kOmunik&=ionsmIt@l
2,kOmpozitUm
3,kOndEnsv&s@r
3,kOndi=ionstrAnIN
2,kOndominiUm
5,kOnfEkt
1,kOnfEk=ionsg@SEft
10,kOnkOrdat
7,kOnkubinat
8,kOnzErv&toriUm
18,kOnzulat
6,kOnt@rfW
33,kOntINgEnt
82,kOnto
13,kOntor
8,kOntra
1,kOntr&stmIt@l
8,kOntrOlOrgan
4,kOntrOlzYstem
4,kOnvErz&=ionslEksikOn
4,kOn=Entrat
112,kOn=Ept
220,kOn=Ert
85,kOn=il
2,koOrdinat@nzYstem
5,kO+StWn+l&st@r
22,kO+tux
2,kO+ve
10,kO+=ErbrEx@n
6,kOp@l
2,kor&l@nrIf
49,kOrn
2,kOrEktif
4,kOrelat
1,kOstgElt
64,kOstym
6,kOstymfEst
41,krEft@fErhEltnIs
1,krAg@lx@n
1,krA@nnEst
2,krEn=x@n
116,kr&ftfar=Xk
13,kr&ftfElt
4,kr&ftfUt@r
149,kr&ftvErk
20,kr&Nk@nbEt
9,kr&Nk@ngElt
557,kr&Nk@nhBs
17,kr&Nk@n=Im@r
81,kr&NkhW=bIlt
29,krBl
104,krBshar
28,krBt
34,kredIt
196,kredit
110,kreditInstitut
40,krem&toriUm
1,krEpp&pir
236,krX=
1,krX=b&nt
12,krX=fErhTr
6,krX=vOrtrA=@l
1,krixtir
3,krig@rdENkmal
61,kriksEnd@
5,kriksg@rIxt
5,krIp@nSpil
13,krIst&l
